d,mstr,mstx,btc,strc,bps
2026-08-03,94.86,8.26,63824.62,92.32,0.002016416867
2026-08-04,97.65,8.76,64208.92,92.53,0.002016416867
2026-08-05,98.37,8.86,64817.29,94.1,0.002016416867
2026-08-06,96.85,8.59,64396.7,94.06,0.002016416867
2026-08-07,100.01,9.13,64917.91,95.01,0.002016416867
2026-08-10,97.33,8.63,63978.66,94.35,0.001981469201
2026-08-11,96.09,8.41,63476.0,95.32,0.001981469201
2026-08-12,94.83,8.19,63350.77,95.315,0.001981469201
2026-08-13,97.1,8.57,63339.46,95.77,0.001981469201
2026-08-14,93.04,7.82,62905.0,94.78,0.001981469201
2026-08-17,97.68,8.59,64260.9,94.36,0.001965618034
2026-08-18,92.52,7.81,64612.53,94.01,0.001965618034
2026-08-19,104.25,9.63,68428.6,95.31,0.001965618034
2026-08-20,112.39,11.12,72678.23,95.25,0.001965618034
2026-08-21,119.25,12.45,77028.0,96.18,0.001965618034
2026-08-24,122.63,13.15,78787.52,97.21,0.001885968657
2026-08-25,126.83,14.04,78964.0,97.15,0.001885968657
2026-08-26,123.19,13.21,78487.61,97.16,0.001885968657
2026-08-27,137.4,16.24,79934.53,98.0,0.001885968657
2026-08-28,127.31,13.87,77558.06,97.33,0.001885968657
2026-08-31,132.94,15.07,78904.09,97.1,0.00187742162
2026-09-01,124.88,13.21,77277.16,96.8,0.00187742162
2026-09-02,123.19,12.84,77332.99,97.07,0.00187742162
2026-09-03,144.82,17.33,81771.99,97.82,0.00187742162
2026-09-04,142.8,16.79,79775.78,97.75,0.00187742162
2026-09-08,136.52,15.35,78429.88,98.04,0.00187742162
2026-09-09,132.7,14.46,78215.55,97.85,0.00187742162
2026-09-10,128.56,13.55,77128.16,97.97,0.00187742162
2026-09-11,130.97,14.01,77256.62,98.64,0.00187742162
2026-09-14,136.94,15.29,78985.01,98.91,0.00187742162
2026-09-15,129.6,13.64,76119.47,97.14,0.00187742162
2026-09-16,126.18,12.95,75702.73,97.07,0.00187742162
2026-09-17,132.25,14.14,76498.54,98.13,0.00187742162
2026-09-18,153.92,18.73,81096.19,98.51,0.00187742162
2026-09-21,168.5,22.3,86989.9,98.78,0.001879549079
2026-09-22,167.33,22.0,86262.57,99.06,0.001879549079
2026-09-23,162.2,20.64,84235.35,98.91,0.001879549079
2026-09-24,161.61,20.46,84359.98,98.31,0.001879549079
